dataset,point_index,x,y,yerr,x_label,y_label,notes
250 g/m2 paper,17,80.0,0.5894059549966807,0.0008344020186767535,Number of paper layers,Coefficient of restitution,Final averaged COR data for 250 g/m2 paper.
250 g/m2 paper,18,100.0,0.5041005067402402,0.0015278922919191916,Number of paper layers,Coefficient of restitution,Final averaged COR data for 250 g/m2 paper.
250 g/m2 paper,19,125.0,0.38201408192568753,0.0022375429667968686,Number of paper layers,Coefficient of restitution,Final averaged COR data for 250 g/m2 paper.
250 g/m2 paper,20,150.0,0.3285559991192626,0.003194303085570006,Number of paper layers,Coefficient of restitution,Final averaged COR data for 250 g/m2 paper.
250 g/m2 paper,21,200.0,0.28996480059596996,0.0005497512644750781,Number of paper layers,Coefficient of restitution,Final averaged COR data for 250 g/m2 paper.
250 g/m2 paper,22,250.0,0.29047278033728097,0.0018593362261902734,Number of paper layers,Coefficient of restitution,Final averaged COR data for 250 g/m2 paper.
250 g/m2 paper,23,300.0,0.2804464419186015,0.0028668551859852617,Number of paper layers,Coefficient of restitution,Final averaged COR data for 250 g/m2 paper.
250 g/m2 paper,24,350.0,0.2752290707717229,0.004082783785224785,Number of paper layers,Coefficient of restitution,Final averaged COR data for 250 g/m2 paper.
250 g/m2 paper,25,400.0,0.3204164400837115,0.002099171825717195,Number of paper layers,Coefficient of restitution,Final averaged COR data for 250 g/m2 paper.
250 g/m2 paper,26,450.0,0.31801124934651914,0.002404016022926767,Number of paper layers,Coefficient of restitution,Final averaged COR data for 250 g/m2 paper.
250 g/m2 paper,27,500.0,0.32600394327895743,0.005842529808343097,Number of paper layers,Coefficient of restitution,Final averaged COR data for 250 g/m2 paper.
