Frame,Y
289,245.353027
290,247.39501900000005
291,249.39501900000005
292,251.94305399999996
293,253.92602499999998
294,255.62200900000005
295,257.62902799999995
296,259.540039
297,261.17004399999996
298,262.44305399999996
299,263.846008
300,265.69500700000003
301,267.07903999999996
302,267.950012
303,269.353027
304,270.040039
305,271.353027
306,271.97399900000005
307,273.353027
308,273.39501900000005
309,273.89501900000005
310,274.56103499999995
311,275.290039
312,275.56103499999995
313,275.62200900000005
314,275.62200900000005
315,275.68603499999995
316,275.728027
317,275.69500700000003
318,275.69500700000003
319,275.447998
320,275.19702099999995
321,274.19500700000003
322,273.950012
323,273.353027
324,272.381042
325,271.90203799999995
326,271.155029
327,269.89501900000005
328,268.728027
329,267.56103499999995
330,265.99700900000005
331,264.94104000000004
332,263.62902799999995
333,261.68603499999995
334,260.05902100000003
335,258.44305399999996
336,256.876037
337,255.19702099999995
338,253.353027
339,251.353027
340,249.16601500000002
341,246.35400400000003
342,243.989013
343,241.90203799999995
344,239.39501900000005
345,236.42004399999996
346,233.94305399999996
347,231.21301200000005
348,227.99700900000005
349,225.326049
350,221.99700900000005
351,219.24505599999998
352,215.63903800000003
353,212.29504399999996
354,209.42901600000005
355,205.95001200000002
356,201.95001200000002
357,198.16601500000002
358,195.05505300000004
359,191.16601500000002
360,187.16601500000002
361,183.155029
362,178.951049
363,174.331054
364,169.94305399999996
365,165.728027
366,161.326049
367,157.17199700000003
368,151.95800699999995
369,147.432006
370,142.44104000000004
371,137.432006
372,132.507019
373,127.48205499999995
374,122.14001399999995
375,117.353027
376,111.751037
377,106.29205300000001
378,100.71502699999996
379,95.16601500000002
380,89.353027
381,83.56103499999995
382,77.39501900000005
383,71.32000700000003
384,65.28900099999998
385,58.996032000000014
386,52.853027
387,46.516051999999945
388,39.728027
389,33.49700900000005
390,26.931029999999964
391,20.141051999999945
392,13.497009000000048
393,6.5970459999999775
394,3.098999000000049
395,8.313048999999978
396,13.004027999999948
397,17.751036999999997
398,22.61004600000001
399,26.995055999999977
400,31.69000200000005
401,36.46301200000005
402,40.607054999999946
403,44.728027
404,48.728027
405,52.87200900000005
406,56.87200900000005
407,60.87200900000005
408,64.728027
409,67.99700900000005
410,71.99700900000005
411,75.49804700000004
412,79.25
413,82.331054
414,85.49804700000004
415,89.342041
416,92.16705300000001
417,95.34899900000005
418,98.04803400000003
419,101.353027
420,103.53601000000003
421,106.43603499999995
422,109.353027
423,111.64605700000004
424,113.89300500000002
425,116.06604000000004
426,118.06604000000004
427,120.11700399999995
428,122.56103499999995
429,124.228027
430,125.94305399999996
431,127.89501900000005
432,129.728027
433,131.57800299999997
434,132.59899900000005
435,134.11901799999998
436,135.62902799999995
437,136.75
438,137.728027
439,138.97399900000005
440,139.63903800000003
441,140.75
442,141.61901799999998
443,142.19500700000003
444,143.205017
445,143.57702600000005
446,143.85204999999996
447,143.93102999999996
448,144.74902299999997
449,145.16601500000002
450,145.353027
451,145.16601500000002
452,145.03601000000003
453,144.274048
454,143.90203799999995
455,143.64605700000004
456,143.56103499999995
457,142.728027
458,141.89501900000005
459,141.56103499999995
460,140.37005599999998
461,139.56103499999995
462,138.48400800000002
463,137.62902799999995
464,136.11901799999998
465,135.44903499999998
466,133.63903800000003
467,132.23803699999996
468,130.75
469,129.512024
470,127.61901799999998
471,125.61901799999998
472,123.61901799999998
473,121.61901799999998
474,119.57702600000005
475,117.5
476,115.353027
477,113.353027
478,110.27703799999995
479,107.89300500000002
480,105.353027
481,102.43603499999995
482,99.64605700000004
483,97.353027
484,93.90203799999995
485,91.00701900000001
486,87.64605700000004
487,84.06304899999998
488,81.35601799999995
489,77.728027
490,73.94305399999996
491,70.16900599999997
492,66.77801499999998
493,63.228027
494,59.33203100000003
495,55.40405199999998
496,51.40405199999998
497,47.216003
498,42.84600799999998
499,38.331053999999995
500,33.937010999999984
501,29.498047000000042
502,25.166015000000016
503,20.25805600000001
504,15.482054999999946
505,10.681029999999964
506,5.528014999999982
507,1.161010000000033
508,4.865050999999994
509,8.551024999999981
510,12.177002000000016
511,15.561034999999947
512,18.993041999999946
513,22.465026999999964
514,25.561034999999947
515,28.728026999999997
516,31.755004999999983
517,34.666015000000016
518,37.57104500000003
519,40.28405699999996
520,43.49804700000004
521,45.509033000000045
522,48.28405699999996
523,50.81701599999997
524,53.459044999999946
525,55.52703799999995
526,57.52703799999995
527,59.52703799999995
528,61.52703799999995
529,63.456053999999995
530,65.456054
531,67.19702099999995
532,69.01403800000003
533,70.06304899999998
534,71.75500499999998
535,73.14202799999998
536,74.11901799999998
537,75.54302900000005
538,76.97204599999998
539,77.59503099999995
540,78.50903300000004
541,79.40405199999998
542,79.88104199999998
543,80.54504399999996
544,81.39001399999995
545,81.52703799999995
546,81.70300299999997
547,82.35400400000003
548,82.35400400000003
549,82.66601500000002
550,82.66601500000002
551,82.728027
552,82.728027
553,81.87805100000003
554,81.75500499999998
555,81.728027
556,81.29901099999995
557,80.137024
558,79.59503099999995
559,78.99200399999995
560,77.91802900000005
561,77.21301200000005
562,75.54901099999995
563,74.50903300000004
564,73.54901099999995
565,72.125
566,70.54504399999996
567,69.251037
568,67.52001900000005
569,65.95300299999997
570,63.96801700000003
571,62.09899900000005
572,60.09899900000005
573,57.85504100000003
574,55.75500499999998
575,53.75500499999998
576,51.50500499999998
577,48.853027
578,46.364013
579,43.97003099999995
580,41.40405199999998
581,38.137024
582,35.634033000000045
583,32.82403499999998
584,29.635008999999968
585,26.432006
586,23.452026000000046
587,19.79602
588,16.395019000000048
589,13.228026999999997
590,9.505004999999983
591,5.855041000000028
592,2.098999000000049
593,1.3340449999999464
594,4.118041999999946
595,6.728026999999997
596,9.681029999999964
597,12.083006999999952
598,14.551024999999981
599,16.728026999999997
600,19.44702099999995
601,21.54901099999995
602,23.48504600000001
603,25.623047000000042
604,27.634033000000045
605,29.543029000000047
606,31.543029000000047
607,33.38104199999998
608,34.78802499999995
609,36.08905000000004
610,37.63500899999997
611,39.30902100000003
612,40.23699899999997
613,41.46301200000005
614,42.24505599999998
615,43.566040000000044
616,44.24505599999998
617,45.43902600000001
618,45.89001399999995
619,46.24505599999998
620,47.43902600000001
621,47.52001900000005
622,47.89001399999995
623,47.89001399999995
624,48.19000200000005
625,48.262024
626,48.262024
627,48.04302900000005
628,48.04302900000005
629,47.743041999999946
630,47.482054999999946
631,46.76800500000002
632,46.137024
633,45.816040000000044
634,45.092040999999995
635,44.137024
636,43.397032999999965
637,42.137024
638,41.27801499999998
639,39.94201599999997
640,38.592040999999995
641,37.38104199999998
642,35.63500899999997
643,34.137024
644,32.76501399999995
645,31.30902100000003
646,29.30902100000003
647,27.46301200000005
648,25.46301200000005
649,23.439026000000013
650,21.11602700000003
651,18.517027999999982
652,16.152037999999948
653,13.520019000000048
654,11.452026000000046
655,8.333006999999952
656,6.0
657,3.243041999999946
658,0.0
659,0.0
660,2.236998999999969
661,4.228026999999997
662,6.431029999999964
663,8.431029999999964
664,10.201049000000012
665,11.89801
666,
667,
668,
669,
670,
671,
672,
673,
674,
675,
676,
677,
678,
679,
680,
681,
682,
683,
684,
685,
686,
687,
688,
689,
690,
691,
692,
693,
694,
695,
696,
697,
698,
699,
700,
701,
702,
703,
704,
705,
706,
707,
708,
709,
710,
711,
712,
713,
714,
715,
716,
717,
718,
719,
720,
721,
722,
723,
724,
725,
726,
727,
728,
729,
730,
731,
732,
733,
734,
735,
736,
737,
738,
739,
740,
741,
742,
743,
744,
745,
746,
747,
748,
749,
750,
751,
752,
753,
754,
755,
756,
757,
758,
759,
760,
761,
762,
763,
764,
765,
766,
767,
768,
769,
770,
771,
772,
773,
774,
775,
776,
777,
778,
779,
780,
781,
782,
783,
784,
785,
786,
787,
788,
789,
790,
791,
792,
793,
794,
795,
796,
797,
798,
799,
800,
801,
802,
803,
804,
805,
806,
807,
808,
809,
810,
811,
812,
813,
814,
815,
816,
817,
818,
819,
820,
821,
822,
823,
824,
825,
826,
827,
828,
829,
830,
831,
832,
833,
834,
835,
836,
837,
838,
839,
840,
841,
842,
843,
844,
845,
846,
847,
848,
849,
850,
851,
852,
853,
854,
855,
856,
857,
858,
859,
860,
861,
862,
