Frame	X1	Y1	Flag1	X2	Y2	Flag2
57	105.863014	589.1301	 	95.26316	298.7406	 
58	105.74312	583.8257	 	95.81227	298.44797	 
59	105.83639	578.3581	 	94.26046	298.12738	 
60	105.87162	573.2365	 	95.906715	298.57837	 
61	105.72988	568.5138	 	87.5297	297.19305	 
62	105.66892	564.40314	 	86.96948	296.90375	 
63	105.35969	560.36194	 	94.91418	298.29477	 
64	105.30493	556.6054	 	95.28409	298.54926	 
65	105.33991	553.0943	 	96.68116	298.7065	 
66	105.25785	549.8408	 	95.51172	298.3828	 
67	105.09508	546.896	 	95.744446	298.14816	 
68	105.24501	544.24725	 	95.91241	297.90875	 
69	105.12583	541.8497	 	96.228226	297.87283	 
70	105.10965	539.8202	 	95.39011	297.71246	 
71	104.919426	538.2881	 	95.70755	297.6283	 
72	104.91037	536.6641	 	95.778984	297.86957	 
73	104.71634	535.6965	 	96.13214	297.65	 
74	104.6914	534.8355	 	96.27857	297.86786	 
75	104.54157	534.4081	 	96.32657	297.5332	 
76	104.37033	534.15936	 	95.5657	297.5803	 
77	104.32353	534.0534	 	95.686134	297.573	 
78	104.17778	534.4689	 	96.404594	297.57068	 
79	104.229256	535.0131	 	95.77637	297.14728	 
80	104.08407	535.88715	 	96.38603	297.27573	 
81	103.997795	537.2247	 	95.67376	296.99646	 
82	103.97991	538.4732	 	95.02045	296.7379	 
83	103.808205	540.38025	 	95.774025	297.04803	 
84	103.71924	542.453	 	95.43281	296.8162	 
85	103.58297	545.02405	 	95.97331	297.09076	 
86	103.5067	547.7076	 	95.59399	296.74435	 
87	103.33445	550.6655	 	95.07407	296.8852	 
88	103.25	554.0608	 	95.75455	297.1	 
89	102.95581	557.6791	 	87.24286	295.5619	 
90	102.940094	561.5092	 	95.58421	297.01227	 
91	102.84013	565.69727	 	96.040924	297.0694	 
92	102.796555	570.0379	 	96.21217	297.10516	 
93	102.70554	574.78174	 	96.21378	296.8887	 
94	102.601616	579.8141	 	87.942474	295.66815	 
95	102.47658	585.04565	 	95.701416	296.76855	 
96	102.27804	590.7196	 	95.815414	296.96594	 
97	102.273895	596.66315	 	95.79182	296.84164	 
98	102.129715	602.8349	 	95.63333	296.95926	 
99	102.024124	609.9408	 	95.97687	296.77048	 
100	101.91865	615.0009	 	95.42748	296.92368	 
101	101.76263	610.74646	 	95.69203	297.35507	 
102	101.665634	607.4027	 	95.771774	297.53485	 
103	101.49151	604.49365	 	95.78968	297.38492	 
104	101.55342	601.96796	 	96.185715	297.575	 
105	101.27441	599.66705	 	94.79963	297.3914	 
106	101.30556	597.79913	 	94.86434	297.17828	 
107	101.101265	596.0042	 	95.375	297.10294	 
108	101.051285	594.68164	 	95.806274	297.10886	 
109	100.797646	593.7848	 	95.443184	297.07956	 
110	100.65352	593.0032	 	95.030464	297.27777	 
111	100.603004	592.75323	 	95.38806	297.45895	 
112	100.51477	592.62024	 	95.572205	297.51804	 
113	100.2689	592.79156	 	94.943634	297.14365	 
114	100.09574	593.2085	 	95.83708	297.74344	 
115	100.1129	593.82904	 	95.20229	297.38168	 
116	100.02575	594.9528	 	95.957565	297.43726	 
117	99.71429	596.3658	 	94.818184	297.375	 
118	99.68535	597.847	 	95.06923	297.75385	 
119	99.56582	599.8567	 	95.19927	297.48187	 
120	99.370964	602.0613	 	93.88672	297.28906	 
121	99.13675	604.6731	 	95.088234	297.49216	 
122	99.14241	607.5748	 	95.03876	297.35272	 
123	98.919556	610.96436	 	95.16023	297.4228	 
124	98.80232	615.3336	 	94.98473	297.229	 
125	98.75277	614.5812	 	95.18284	297.08954	 
126	98.45906	612.5877	 	95.74723	297.36346	 
127	98.30716	611.92944	 	95.57895	297.34586	 
128	98.19703	611.36536	 	86.47309	295.73767	 
129	97.866	611.248	 	94.20189	297.05472	 
130	97.824646	611.3818	 	86.68396	295.69812	 
131	97.62326	611.8141	 	86.09606	295.47043	 
132	97.48422	612.5059	 	95.06705	297.0594	 
133	97.25226	614.5958	 	86.81132	295.91037	 
134	97.17078	615.9947	 	95.261734	297.3231	 
135	96.93772	615.7829	 	86.26617	295.61942	 
136	96.760635	615.65424	 	88.50901	296.43695	 
137	96.401924	616.0324	 	85.98341	295.48105	 
138	96.2813	616.0961	 	93.98425	296.73227	 
139	96.2115	615.9248	 	94.72388	296.91046	 
140	96.055954	615.9813	 	86.32412	295.6558	 
141	95.77936	616.02313	 	94.97104	297.04825	 
142	95.60564	616.06866	 	94.279526	296.90158	 
143	95.40603	616.14185	 	94.64616	297.2077	 
144	95.17263	616.1512	 	93.66279	297.04263	 
145	94.97183	616.287	 	94.07028	297.13855	 
146	94.80715	616.1998	 	85.26166	295.18912	 
147	94.46329	616.29193	 	94.634384	297.17984	 
148	94.31611	616.1235	 	93.8	296.824	 
149	94.21777	616.1568	 	94.5	297.1434	 
150	93.991196	616.0511	 	94.92205	297.20343	 
151	93.77951	616.07465	 	93.84749	296.95175	 
152	93.65909	616.0752	 	85.375626	295.47015	 
153	93.52443	616.1929	 	85.48942	295.52118	 
154	93.20951	616.2377	 	86.06784	295.83167	 
155	93.00174	616.2317	 	86.16834	295.95227	 
156	92.84447	616.3489	 	94.52823	297.4355	 
157	92.55749	616.4129	 	94.19811	297.2283	 
158	92.38561	616.2539	 	93.66016	297.34766	 
159	92.28163	616.3353	 	94.254715	297.52264	 
160	91.94464	616.17664	 	94.27733	297.37854	 
161	91.6944	616.3056	 	93.73967	297.2066	 
162	91.59632	616.08844	 	93.432	297.152	 
163	91.456215	616.1883	 	92.87652	296.98987	 
164	91.32922	616.23413	 	93.39838	297.18698	 
165	91.06415	616.2768	 	94.07456	297.36404	 
166	90.86268	616.2377	 	93.395584	296.98193	 
167	90.53671	616.2273	 	93.60569	297.00406	 
168	90.46837	616.2838	 	85.89106	295.8687	 
169	90.251305	616.32263	 	94.29339	297.281	 
170	90.098595	616.24646	 	94.336655	296.9781	 
171	89.82864	616.2065	 	93.85968	297.0336	 
172	89.64711	616.40015	 	93.94621	296.82272	 
173	89.50176	616.33777	 	84.71277	294.75	 
174	89.4513	616.4148	 	93.402725	296.4611	 
175	89.28609	616.3104	 	92.71075	296.63635	 
176	89.04828	616.4517	 	92.84167	296.09583	 
177	88.85986	616.47577	 	84.73039	294.85785	 
178	88.666954	616.2809	 	94.01527	296.4542	 
179	88.421326	616.21155	 	94.0451	296.5	 
180	88.38636	616.4213	 	93.41571	296.53064	 
181	88.23822	616.19806	 	93.47349	296.4659	 
182	88.12111	616.3097	 	93.88951	296.5824	 
183	87.84266	616.3706	 	85.69139	295.36124	 
184	87.75524	616.3671	 	84.82057	294.85886	 
185	87.653046	616.3487	 	93.98689	296.6648	 
186	87.597565	616.3746	 	92.96123	296.3449	 
187	87.44454	616.4168	 	85.828705	295.27777	 
188	87.4184	616.32117	 	93.5193	296.5116	 
189	87.19434	616.3604	 	93.00397	296.35318	 
190	87.154045	616.57404	 	84.79319	294.74084	 
191	87.00087	616.35095	 	85.12069	295.07635	 
192	86.85702	616.4965	 	84.82821	294.93076	 
193	86.77492	616.52234	 	94.634834	296.79962	 
194	86.65147	616.44147	 	93.339554	296.34702	 
195	86.54878	616.4582	 	93.796875	296.8672	 
196	86.448364	616.4036	 	94.01311	296.86328	 
197	86.26501	616.4245	 	94.19663	296.78464	 
198	86.259796	616.41315	 	93.5037	296.84073	 
199	86.121994	616.46906	 	94.12976	296.95676	 
200	86.046555	616.41034	 	94.264915	296.88596	 
201	85.94983	616.25433	 	94.04981	296.82104	 
202	85.77972	616.2605	 	94.481346	296.8097	 
203	85.798096	616.3666	 	93.95255	296.4343	 
204	85.55973	616.5188	 	94.61186	296.75085	 
205	85.530876	616.4949	 	94.79371	296.66083	 
206	85.440765	616.4965	 	93.9	296.47308	 
207	85.35121	616.48444	 	95.08188	296.7509	 
208	85.2331	616.54333	 	86.366356	295.34793	 
209	85.12326	616.55383	 	94.87075	296.92517	 
210	84.958336	616.49133	 	95.5173	296.89447	 
211	84.91278	616.61914	 	94.932526	296.46194	 
212	84.88368	616.54517	 	95.867134	296.3042	 
213	84.84021	616.5516	 	95.52623	296.1623	 
214	84.76632	616.5653	 	96.634796	296.14264	 
215	84.71973	616.5398	 	96.95307	295.90778	 
216	84.641884	616.6265	 	97.27273	295.71515	 
217	84.64931	616.4774	 	96.54531	295.02426	 
218	84.543106	616.5724	 	97.90615	294.8231	 
219	84.6235	616.47943	 	97.95317	294.7145	 
220	84.445114	616.48285	 	98.24375	294.26874	 
221	84.61684	616.52747	 	99.14776	294.00748	 
222	84.58935	616.6598	 	99.51205	293.55722	 
223	84.62798	616.6604	 	99.74844	293.43478	 
224	84.64802	616.6222	 	100.56805	293.30475	 
225	84.604454	616.6747	 	100.67778	292.6111	 
226	84.67354	616.7371	 	101.71767	292.31073	 
227	84.71317	616.6404	 	102.57012	292.27133	 
228	84.78374	616.7353	 	102.479164	291.85715	 
229	84.828156	616.6313	 	103.2236	291.5528	 
230	84.8506	616.6779	 	103.65339	291.11356	 
231	85.02397	616.65753	 	104.02459	290.694	 
232	85.051544	616.6718	 	104.66067	290.42242	 
233	85.14138	616.5914	 	105.5274	290.34384	 
234	85.19085	616.6848	 	105.65608	289.8889	 
235	85.21303	616.68665	 	106.036896	289.5458	 
236	85.27453	616.71344	 	106.16985	289.54068	 
237	85.364494	616.7247	 	107.432205	289.66223	 
238	85.39637	616.7142	 	106.53371	289.19888	 
239	85.39198	616.6951	 	106.62967	289.04724	 
240	85.49655	616.7207	 	106.84773	289.02484	 
241	85.615715	616.5259	 	105.606064	288.9459	 
242	85.594826	616.61554	 	105.56727	289.11658	 
243	85.78253	616.5531	 	105.60375	289.24173	 
244	85.8107	616.58826	 	104.97806	289.23904	 
245	85.84256	616.5069	 	104.189575	289.09952	 
246	85.82931	616.5517	 	104.099525	289.37915	 
247	85.737114	616.512	 	103.4343	289.44162	 
248	85.80329	616.4965	 	103.822334	289.9188	 
249	85.83564	616.5294	 	102.17819	289.96808	 
250	85.85911	616.5361	 	102.47832	290.57858	 
251	85.73448	616.5155	 	102.332	291.17734	 
252	85.677895	616.45856	 	101.12363	291.7555	 
253	85.59549	616.5243	 	99.87026	292.28134	 
254	85.66123	616.488	 	99.762535	293.14896	 
255	85.5756	616.54126	 	99.40746	294.1	 
256	85.6569	616.41724	 	97.38719	294.76526	 
257	85.5569	616.5621	 	96.4492	295.69684	 
258	85.532814	616.47235	 	94.37736	296.33963	 
259	85.50172	616.464	 	92.74516	297.3097	 
260	85.38296	616.4914	 	90.66333	298.51	 
261	85.3069	616.5569	 	90.02287	299.63397	 
262	85.36609	616.38	 	88.04153	300.84885	 
263	85.32435	616.42175	 	85.70598	301.5897	 
264	85.22508	616.5447	 	83.43939	302.81314	 
265	85.21973	616.4948	 	82.18078	304.1189	 
266	85.19811	616.5446	 	80.64107	305.54388	 
267	85.11485	616.6019	 	76.22014	306.86517	 
268	85.08681	616.52606	 	75.833336	308.59668	 
269	85.08103	616.5397	 	73.805466	310.07877	 
270	85.0567	616.58246	 	72.725395	311.7857	 
271	85.01795	616.6196	 	70.72531	313.5432	 
272	85.2695	616.4896	 	65.21815	314.361	 
273	85.078125	616.5035	 	69.08572	318.33572	 
274	84.95913	616.55566	 	64.27818	319.85272	 
275	85.03993	616.68054	 	63.728294	321.80548	 
276	85.1387	616.66266	 	62.880795	324.4735	 
277	85.094826	616.62585	 	60.8686	326.27475	 
278	85.006874	616.6203	 	59.5	328.98044	 
279	84.96886	616.7872	 	57.513424	331.08725	 
280	85.060974	616.5871	 	54.75839	332.64093	 
281	85.19966	616.628	 	53.49357	335.11414	 
282	85.067474	616.67993	 	50.853134	337.4571	 
283	85.03938	616.6473	 	47.640186	338.94238	 
284	85.0191	616.67535	 	44.921383	341.1478	 
285	85.12892	616.63934	 	41.58383	343.33832	 
286	85.204544	616.6923	 	40.074852	345.61078	 
287	85.08965	616.63104	 	37.619534	347.91107	 
288	85.17304	616.6896	 	35.271015	350.4594	 

Track 	Length	Distance traveled	Nr of Frames
1	551.78894	314.20386	288
2	514.83276	80.840324	271
