Frame	X1	Y1	Flag1	X2	Y2	Flag2
115	65.30937	615.0735	 	68.42265	404.31216	 
116	64.90419	614.9686	 	68.75824	404.56042	 
117	64.4871	615.0774	 	69.170105	404.68042	 
118	64.12013	615.3068	 	68.02973	404.34866	 
119	63.67476	615.2654	 	68.258064	404.5215	 
120	63.20617	615.25	 	69.05385	404.9	 
121	62.925808	615.31775	 	69.121216	405.02524	 
122	62.506516	615.3306	 	67.820854	404.59625	 
123	62.13355	615.2948	 	68.050804	404.82086	 
124	61.78293	615.3504	 	69.16337	405.25247	 
125	61.29355	615.3274	 	68.25543	404.89673	 
126	60.966347	615.27405	 	68.19948	404.95596	 
127	60.690704	615.28845	 	69.126945	405.24094	 
128	60.222313	615.447	 	69.81188	405.55942	 
129	59.890675	615.3746	 	68.58377	405.27487	 
130	59.459614	615.4677	 	69.67616	405.6969	 
131	59.104168	615.41986	 	68.39418	405.35715	 
132	58.67504	615.5454	 	69.09794	405.5258	 
133	58.305153	615.6852	 	68.92021	405.51065	 
134	57.972755	615.7628	 	68.40811	405.37567	 
135	57.50951	615.90094	 	67.82979	405.15427	 
136	57.085327	615.7887	 	69.71939	405.98468	 
137	56.70767	615.65656	 	68.01852	405.16138	 
138	56.436405	615.70984	 	68.61732	405.34915	 
139	56.140324	615.6758	 	69.86181	405.77136	 
140	55.775642	615.83813	 	67.690475	404.7381	 
141	55.406647	615.7184	 	68.46757	405.13245	 
142	54.957005	615.6672	 	69.54102	405.53076	 
143	54.53035	615.66296	 	68.70109	405.32065	 
144	54.17524	615.9084	 	68.94633	405.52826	 
145	53.925632	615.9462	 	68.82632	405.54736	 
146	53.47036	616.20044	 	68.847824	405.55978	 
147	53.183964	616.0676	 	69.07576	405.65152	 
148	52.72591	616.04816	 	69.48462	405.82822	 
149	52.273228	616.1268	 	68.097824	405.17392	 
150	51.96855	616.07074	 	70.06863	406.08334	 
151	51.75429	616.1131	 	68.31421	405.33606	 
152	51.371475	616.10504	 	68.678375	405.46216	 
153	51.032814	616.0375	 	68.79843	405.44763	 
154	50.595016	616.176	 	70.555275	406.1985	 
155	50.289474	616.29724	 	69.34577	405.72388	 
156	49.860123	616.245	 	71.18205	406.1769	 
157	49.64946	616.349	 	69.72613	405.77637	 
158	49.25926	616.3827	 	68.99479	405.625	 
159	48.723927	616.67175	 	68.916245	405.67258	 
160	48.343655	616.4907	 	68.067566	405.33783	 
161	47.96071	616.5	 	68.61675	405.66245	 
162	47.701527	616.62976	 	68.28919	405.43515	 
163	47.36322	616.63525	 	69.81554	405.96603	 
164	46.982334	616.67664	 	67.97399	405.37283	 
165	46.59786	616.6315	 	68.33069	405.5635	 
166	46.211655	616.61194	 	69.07838	405.97028	 
167	45.820667	616.6277	 	68.86316	405.87894	 
168	45.557926	616.5518	 	68.396904	405.64948	 
169	45.174736	616.792	 	67.88806	405.4005	 
170	44.775078	616.79486	 	68.9709	406.16666	 
171	44.16214	616.7609	 	68.04211	405.90527	 
172	43.859756	616.75305	 	69.027916	406.48984	 
173	43.484825	616.78986	 	67.74753	406.1386	 
174	43.00227	617.0764	 	67.3593	406.11307	 
175	42.692772	616.99396	 	67.63171	406.4561	 
176	42.26794	616.88934	 	67.166664	406.34344	 
177	41.789356	616.9858	 	68.978874	407.054	 
178	41.62557	616.8752	 	66.7	406.38293	 
179	41.02303	617.1612	 	67.16	406.785	 
180	40.696106	617.0883	 	70.14286	407.65625	 
181	40.24449	617.2371	 	67.12802	407.06522	 
182	39.802498	617.2445	 	71.49574	407.717	 
183	39.55193	617.13354	 	72.8112	408.02283	 
184	39.183037	617.1042	 	66.28607	407.16666	 
185	38.511833	617.43787	 	72.28838	408.59958	 
186	38.06094	617.43835	 	72.22177	408.77017	 
187	37.643696	617.56305	 	65.92466	407.83334	 
188	37.435482	617.64075	 	72.48039	408.97452	 
189	36.885838	617.724	 	72.55769	409.30383	 
190	36.33815	617.79767	 	72.55556	409.45184	 
191	35.984978	617.6545	 	71.29423	409.5	 
192	35.609013	617.702	 	71.20696	409.6978	 
193	35.32565	617.6657	 	71.80496	410.2163	 
194	34.846878	617.6698	 	71.41428	410.79642	 
195	34.42219	617.7983	 	70.46886	411.29932	 
196	33.95389	617.683	 	69.62666	412.00665	 
197	33.533237	617.70807	 	69.21383	413.15594	 
198	33.07143	618.0443	 	68.260124	414.16354	 

Track 	Length	Distance traveled	Nr of Frames
1	378.69568	211.05464	198
2	210.7916	10.993496	180
