Frame X1 Y1 Flag1 X2 Y2 Flag2 X3 Y3 Flag3 X4 Y4 Flag4 X5 Y5 Flag5 X6 Y6 Flag6
Tracks 1 to 6               
1 86.8125 549.3906 5.426316 654.73157              
2 86.74612 549.4423 5.7954545 655.1705              
3 86.41286 549.378 7.838346 654.3722              
4 86.29065 549.20154 5.6392407 655.4367              
5 86.530975 549.39825 6.071429 654.39526              
6 86.36801 549.3747 4.994382 654.7809              
7 86.188194 549.2372 4.9938273 654.7716              
8 86.3428 549.2424 5.8495145 654.5777              
9 85.974724 549.0648 6.2256637 654.5354              
10 86.5377 549.22064 4.381579 654.8816              
11 76.54488 541.57 5.469697 654.6313              
12 85.863434 549.05066 5.104651 654.9651              
13 86.10227 549.33185 4.616279 654.3837              
14 86.44702 549.27045 4.394118 654.3706              
15 85.86889 549.2844 6.382353 654.82355              
16 86.742035 550.06476 5.0116277 654.73254              
17 87.11818 550.57275 6.2413793 654.38794              
18 78.07259 542.9894 6.04 654.8              
19 95.22414 567.3 *               
20 94.86957 569.98553 *               
21 94.74428 572.80536 *               
22 94.43939 575.6591 *               
23 94.523254 579.05817 *               
24 94.5155 582.6395 *               
25 94.32539 586.55554 *               
26 94.12698 590.627 *               
27 94.019684 595.3819                
28 93.84146 599.9065                
29 93.80081 605.248                
30 93.51613 610.629                
31 93.427536 616.8043                
32 93.21429 623.05615                
33 93.08721 620.2907                
34 92.93827 617.87036                
35 92.6761 615.8585                
36 92.53333 614.06665                
37 92.11688 612.5455                
38 92.00685 611.3014                
39 91.84 610.43335                
40 91.64 610.0867                
41 91.41275 609.9765                
42 91.19388 610.0714                
43 90.84028 610.3611                
44 90.821915 611.13696                
45 90.3859 612.1846                
46 90.37898 613.7038                
47 90.07669 615.4693                
48 89.8735 617.4518                
49 89.66071 619.75                
50 89.50478 623.80145                
51 89.251175 624.3216                
52 89.15854 623.64636                
53 88.9581 622.1257                
54 88.72222 621.9278                
55 88.47073 623.34875                
56 88.24258 624.0891                
57 88.00697 624.6674                
58 87.75 624.81366                
59 87.615555 625.0111                
60 87.357796 625.23395                
61 87.13839 625.125                
